ID|Victim|Domain|Date|Country|Title|Summary|URL
44|Université d'État du Kansas (K-State)|k-state.edu|2024-01-16|USA|Recent events update|L'Université d'État du Kansas a subi une perturbation de certains de ses systèmes réseau, notamment le VPN, les e-mails K-State Today et les vidéos sur Canvas ou Mediasite, suite à un incident de cybersécurité survenu autour du mardi 16 janvier. Les systèmes affectés ont été déconnectés pour enquête, avec l'assistance d'experts en informatique judiciaire tiers, et des mesures sont prises pour maintenir la continuité des activités académiques et administratives. L'université a communiqué sur l'importance de suivre les meilleures pratiques de cybersécurité et continuera de mettre à jour la communauté universitaire tout en gérant l'incident.|https://www.k-state.edu/media/update/
45|East Kent Services (EKS)|canterbury.gov.uk|2024-01-15|GBR|Canterbury City Council, Thanet District Council and Dover District Council suffers issues after ‘cyber incident’|Trois conseils du Kent, Canterbury City Council, Thanet District Council et Dover District Council, ont subi des perturbations de services suite à un incident cybernétique qui pourrait être une attaque de piratage organisée. Les autorités locales collaborent avec les experts du National Cyber Security Centre pour enquêter sur la brèche, et il n'est pas encore confirmé si des données personnelles ont été compromises. Les services affectés incluent les départements de planification, les formulaires en ligne et les cartes sur les sites web des conseils, et des mesures préventives sont prises pendant l'enquête.|https://www.kentonline.co.uk/canterbury/news/services-disrupted-as-three-kent-councils-hit-by-cyber-atta-300315/
46|Foxsemicon Integrated Technology Inc (京鼎精密)|foxsemicon.com|2024-01-15|TWN|突发！半导体大厂遭黑客勒索！-电子工程专辑|Le 15 janvier, la filiale de Foxconn spécialisée dans les équipements pour semi-conducteurs, Foxsemicon Integrated Technology Inc, a été victime d'une cyberattaque et les pirates informatiques ont demandé une rançon d'un million de dollars. Les pirates ont menacé de divulguer les données des clients et de causer la perte d'emploi des employés si la rançon n'était pas payée. Foxsemicon Integrated Technology Inc a répondu que l'attaque n'avait pas eu d'impact majeur sur les opérations de l'entreprise et que des mesures de défense et de récupération avaient été mises en place en collaboration avec des experts en sécurité externe.|https://www.eet-china.com/mp/a282848.html
47|Douglas County Libraries|dcl.org|2024-01-14|USA|Douglas County Libraries hacked by overseas criminal group - CBS Colorado|"La bibliothèque du comté de Douglas a été victime d'une cyberattaque par un groupe criminel international nommé ""Playcrypt"", soupçonné d'avoir des liens avec la Russie. Le système de la bibliothèque a été paralysé, affectant le catalogue en ligne et les services de prêt, mais aucune information personnelle des utilisateurs n'a été compromise. La bibliothèque, qui avait récemment obtenu une excellente note lors d'un audit de cybersécurité, travaille avec une entreprise spécialisée et son assurance cybersécurité pour récupérer de l'attaque et a déjà rétabli environ la moitié de ses services en ligne."|https://www.cbsnews.com/colorado/news/douglas-county-libraries-hacked-overseas-criminal-group/
48|Sambr'Habitat|sambrhabitat.be|2024-01-13|BEL|Attaque informatique : Sambr’Habitat, la société de logements publics de Sambreville et de Jemeppe-sur-Sambre, doit fonctionner au ralenti|Sambr'Habitat, une société de logements publics située à Sambreville et Jemeppe-sur-Sambre, est contrainte de fonctionner au ralenti à la suite d'une cyberattaque. Les détails de l'attaque et son impact exact sur les opérations de l'entreprise ne sont pas entièrement divulgués dans le texte accessible.|https://www.sudinfo.be/id771345/article/2024-01-14/attaque-informatique-sambrhabitat-la-societe-de-logements-publics-de-sambreville
49|Calvia|calvia.com|2024-01-13|ESP|Mallorca crime: Calvia town hall suffers a cyberattack|La mairie de Calvia à Majorque a été victime d'une cyberattaque détectée tôt le samedi matin, ce qui a conduit à la formation d'un comité de crise incluant des spécialistes en informatique, des chefs de département et des conseillers municipaux. Une analyse judiciaire de l'attaque est en cours par le département informatique et des experts externes, et un rapport sera envoyé à l'unité des services telematiques de la Guardia Civil.|https://www.majorcadailybulletin.com/news/local/2024/01/14/120375/mallorca-crime-calvia-town-hall-suffers-cyberattack.html
50|Lush|lush.co.uk|2024-01-10|GBR|"Lush investigating cyber security attack | Bournemouth Echo"|La société Lush est en train d'enquêter sur une cyberattaque et a pris des mesures immédiates pour sécuriser ses systèmes. Basée à Poole, l'entreprise collabore avec des spécialistes externes en informatique forensique pour mener une enquête approfondie. Lush a également informé les autorités compétentes et rappelle qu'en 2011, son site web avait déjà été la cible de pirates informatiques.|https://www.bournemouthecho.co.uk/news/24043044.lush-investigating-cyber-security-attack/
51|RE&S Holdings|res.com.sg|2024-01-10|JPN|RE&S latest Singapore-listed company to be hit by spate of ransomware attacks|RE&S Holdings, une entreprise japonaise opérant dans le secteur de la restauration, a été victime d'une attaque de ransomware, avec un accès non autorisé à ses serveurs. Malgré l'impact sur les données stockées, la société a activé son plan de continuité d'activité, affirmant qu'aucun impact significatif sur ses opérations n'a été constaté jusqu'à présent, et elle a signalé l'incident à la Commission de protection des données personnelles.|https://www.theedgesingapore.com/news/cybersecurity/res-latest-singapore-listed-company-be-hit-spate-ransomware-attacks
52|Banque nationale d'Angola|bna.ao|2024-01-06|AGO|National Bank of Angola says it mitigated cyberattack|La Banque nationale d'Angola a subi une cyberattaque le 6 janvier, mais a déclaré avoir atténué l'incident sans impacts significatifs sur son infrastructure et ses données. Aucun groupe de hackers n'a revendiqué l'attaque, bien qu'une offre d'accès aux systèmes de la banque ait été précédemment signalée sur un forum cybercriminel. Plusieurs autres banques du pays ont été mentionnées sur le site de fuites d'un groupe de ransomware désormais inactif, et des cyberattaques ont été rapportées par d'autres banques d'État dans les années récentes.|https://therecord.media/angola-national-bank-cyberattack-mitigated
53|loanDepot|loandepot.com|2024-01-06|USA|Mortgage firm loanDepot cyberattack impacts IT systems, payment portal|La société de prêts hypothécaires américaine loanDepot a été victime d'une cyberattaque qui a entraîné la mise hors ligne de ses systèmes informatiques et de son portail de paiement, empêchant les paiements en ligne des prêts. L'entreprise collabore avec les forces de l'ordre et des experts en cybercriminalité pour enquêter sur l'incident. Bien que la nature exacte de l'attaque n'ait pas été divulguée, il est possible qu'il s'agisse d'une attaque par rançongiciel, et les clients sont avertis de la possibilité de phishing et de vol d'identité suite à la compromission de données sensibles lors d'une précédente brèche en août 2022.|https://www.bleepingcomputer.com/news/security/mortgage-firm-loandepot-cyberattack-impacts-it-systems-payment-portal/
54|ODAV AG|odav.de|2024-01-05|DEU|Cyberangriff auf Handwerkskammer Koblenz - SWR Aktuell|La Handwerkskammer (Chambre de métiers) de Koblenz en Allemagne a été victime d'une cyberattaque, suite à laquelle elle a déconnecté tous ses systèmes par mesure de sécurité, rendant son site internet et sa logiciel de gestion inaccessibles. Selon le directeur Ralf Hellrich, aucune donnée personnelle ou d'entreprise n'a été compromise. D'autres chambres de métiers dans la région, gérées par le même prestataire informatique, ODAV AG, ont également été touchées par cette attaque ciblée et professionnelle visant à chiffrer des données pour exiger une rançon.|https://www.swr.de/swraktuell/rheinland-pfalz/koblenz/hackerangriff-handwerkskammer-koblenz-102.html
55|Toronto Zoo|torontozoo.com|2024-01-05|CAN|Toronto Zoo hit by ransomware attack|Le zoo de Toronto a été victime d'une attaque de ransomware, faisant suite à une attaque similaire sur la bibliothèque publique de la ville. L'impact sur les invités, membres et donateurs est en cours d'investigation, mais aucune information de carte de crédit n'est actuellement stockée. Malgré l'attaque, le bien-être animal, les systèmes de soins et de soutien n'ont pas été touchés et le zoo continue de fonctionner normalement.|https://www.thestar.com/news/gta/toronto-zoo-hit-with-a-ransomware-attack/article_1bc4d908-ae68-11ee-a0ad-7b63b0bcf918.html
56|Tigo Business|tigo.com.py|2024-01-04|PRY|Paraguay on alert after cyber attack; at least 300 companies affected - Ruetir|"Le Paraguay est en état d'alerte suite à une cyberattaque présumée de type ransomware qui a touché la division corporate d'une entreprise de télécommunications, affectant plus de 300 entreprises locales. La Direction Générale des Technologies de l'Information et de la Communication des Forces Militaires a émis un bulletin d'alerte officiel concernant les possibles conséquences de l'infection par ransomware. Les médias locaux ont rapporté que l'attaque a impacté les clients dans le domaine corporate de l'entreprise Tigo depuis jeudi, et Tigo Business a reconnu avoir subi un ""incident de sécurité"" dans son infrastructure."|https://www.ruetir.com/2024/01/08/paraguay-on-alert-after-cyber-attack-at-least-300-companies-affected/
57|City of Beckley|beckley.org|2024-01-04|USA|"City of Beckley responds to cyber attack | Don't Miss This | cleburnetimesreview.com"|La ville de Beckley a été ciblée par une cyberattaque qui a affecté son réseau informatique, selon un communiqué de presse de la ville. Les autorités sont en train d'enquêter sur l'origine de l'attaque, d'en déterminer l'étendue et l'impact complet, et de vérifier si des données ont été compromises. L'article ne précise pas la date exacte de l'attaque, mentionnant seulement qu'elle a eu lieu récemment, et indique que l'histoire est en cours de développement.|https://www.cleburnetimesreview.com/cnhi_network/city-of-beckley-responds-to-cyber-attack/article_8c529375-23fa-592a-90eb-4d5778474e3a.html
