Date|Victime|Domaine|Pays|Résumé|Titre|URL
2024-02-02|Université de Reykjavík|ru.is|ISL|Reykjavík University is recovering from a cyber attack believed to be orchestrated by the Russian hacker group Akira, known for using ransomware. While the attack was widespread, the university asserts that only basic information about the student body was accessed. Students and staff are advised to change passwords, especially if used elsewhere, and to remain cautious about potential phishing messages and emails. The university plans to resume classes on February 5th.|Russian Hackers Believed to be Behind Cyber Attack on Icelandic University|https://www.icelandreview.com/news/russian-hackers-believed-to-be-behind-cyber-attack-on-icelandic-university/
2024-02-02|Germantown|germantown-tn.gov|USA|"La ville de Germantown a été victime d'une ""incident de cybersécurité malveillant"" qui a perturbé ses systèmes informatiques, avec une première alerte signalée juste avant 6 heures du matin le vendredi. L'attaque a été contenue et semble avoir affecté un nombre limité de serveurs internes, tandis que les systèmes financiers, de services publics et d'informations de paiement, qui sont basés sur le cloud, n'ont pas été compromis. Les lignes d'urgence 911 fonctionnent, mais certains services non urgents et les lignes téléphoniques de la ville sont impactés, et les paiements peuvent toujours être effectués en ligne ou à l'hôtel de ville."|Germantown hit by cybersecurity incident: Here's what we know|https://www.commercialappeal.com/story/news/local/suburbs/germantown/2024/02/02/cyber-security-attack-in-germantown-tn/72450812007/
2023-01-25|Claro|claro.cr|CRI|L'opérateur téléphonique Claro a été victime d'une cyberattaque de type ransomware qui a entraîné des activités anormales dans certains de ses systèmes depuis le 25 janvier. La société a isolé et éteint les équipements affectés comme mesure de précaution et travaille à rétablir les services. Claro a confirmé l'incident à ses clients via les réseaux sociaux et la situation a été également rapportée dans d'autres pays d'Amérique Centrale, mais pas en Amérique du Sud.|"Claro afectado por ataque cibernético tipo ‘ransomware’ | El Financiero"|https://www.elfinancierocr.com/tecnologia/claro-afectado-por-ataque-cibernetico-tipo/RRRQTNFVWJAULFTDJXL2IN6AF4/story/
2023-08-15|Knight Barry Title, Inc.|knightbarry.com|USA|Knight Barry Title, Inc. a signalé une violation de données au procureur général du Texas après qu'une cyberattaque a permis à des pirates d'accéder au réseau informatique de l'entreprise et aux informations sensibles des consommateurs, telles que les noms, numéros de sécurité sociale, informations de compte financier et identifications gouvernementales, entre le 25 juillet et le 15 août 2023. Après une enquête avec des spécialistes de la sécurité des données, l'entreprise a commencé à envoyer des lettres de notification de la brèche aux individus affectés le 1er février 2024. Knight Barry Title est une société d'assurance titres fondée en 1918, basée à Madison, Wisconsin, opérant plus de 80 emplacements et|"Knight Barry Provides Notice of Data Breach to Consumers Following Cyberattack | Console and Associates, P.C. - JDSupra"|https://www.jdsupra.com/legalnews/knight-barry-provides-notice-of-data-9445079/
2024-01-29|Eneo|eneo.cm|CMR|L'opérateur principal du secteur de l'électricité au Cameroun, Eneo, a été victime d'une cyberattaque qui a fortement perturbé son système informatique depuis le 29 janvier 2024. En réponse, l'entreprise a désactivé certaines applications pour sécuriser le système et travaille sur la résolution du problème, demandant aux clients de réessayer leurs transactions en cas de lenteurs ou d'indisponibilités. Les clients ont rencontré des difficultés pour recharger leurs compteurs prépayés via les plateformes mobiles money Mtn et Orange, mais Eneo a signalé uniquement des perturbations de son réseau informatique.|Cameroun: L'opérateur majeur d'électricité visé par une cyberattaque - KOACI|https://www.koaci.com/article/2024/02/02/cameroun/societe/cameroun-loperateur-majeur-delectricite-vise-par-une-cyberattaque_175554.html
2024-01-19|Canterbury Council (le conseil municipal de Canterbury)|canterbury.gov.uk|GBR|La municipalité de Canterbury enquête sur un incident de cybersécurité avec l'aide du National Cyber Security Centre. Bien que le système de messagerie et le site web soient restés accessibles, certaines fonctionnalités du site pourraient être affectées, et il n'y a pas d'indication que les données des clients aient été compromises. La municipalité s'excuse pour les désagréments occasionnés et précise que le contractant Civica ne fournit pas de services informatiques au conseil mais gère d'autres services comme les recettes, les prestations, le recouvrement de dettes et le service client.|Cyber incident under investigation - Canterbury Newsroom|https://news.canterbury.gov.uk/news/cyber-incident-under-investigation/
2024-02-01|Diagnostic Medical Systems Group (DMS Group)|dms.com|FRA|Le 2 février 2024, Diagnostic Medical Systems Group (DMS Group), spécialisé dans l'imagerie médicale, a annoncé avoir été la cible d'une cyberattaque de type ransomware. Les équipes informatiques de l'entreprise, aidées par un prestataire de cybersécurité et les services de l'État, ont réagi rapidement pour contenir l'attaque, et il a été confirmé qu'aucune donnée de santé n'était compromise et que les équipements clients n'étaient pas affectés.L'attaque a été revendiquée le 1er février 2024 par le groupe Cuba.|DMS GROUP : Interception d'une cyberattaque.|https://www.abcbourse.com/marches/dms-group-interception-d-une-cyberattaque_620363
2024-01-30|Digitel|digitel.com.ve|VEN|Digitel, le deuxième opérateur de téléphonie mobile au Venezuela, a confirmé avoir subi une cyberattaque mais assure que les données de ses utilisateurs n'ont pas été compromises grâce à l'activation de leurs mécanismes de sécurité. Suite à l'attaque, la société a dû bloquer ses serveurs de manière préventive, ce qui a empêché les abonnés d'effectuer des recharges de crédit ou d'accéder aux services clients. Cependant, l'organisation Venezuela Sin Filtro demande à Digitel plus de transparence concernant les détails de l'attaque et la sécurité des données des clients.|Digitel confirma ataque cibernético pero dice que data de usuarios no fue vulnerada|https://efectococuyo.com/la-humanidad/digitel-confirma-ataque-cibernetico-pero-dice-que-data-de-usuarios-no-fue-vulnerada/
2024-01-31|Lurie Children's Hospital|luriechildrens.org|USA|L'hôpital pour enfants Lurie à Chicago enquête sur un incident de cybersécurité qui a entraîné une panne de leur réseau informatique, d'internet et de téléphone pour le deuxième jour consécutif. L'hôpital travaille avec des experts et les forces de l'ordre pour résoudre le problème et a mis hors ligne ses systèmes réseau en réponse à l'incident. Cette panne a forcé l'annulation de certaines chirurgies et procédures électives, et bien que les services d'urgence n'aient pas été affectés, le personnel a dû revenir à des méthodes de travail manuelles, comme l'utilisation de dossiers papier.|Lurie Children's outage: Chicago hospital investigating 'cyber security matter' as internet, phone outage continues for 2nd day - ABC7 Chicago|https://abc7chicago.com/lurie-childrens-outage-hospital-luries-my-chart-chicago-hospitals/14378858/
2024-02-01|Groton Public Schools|groton.k12.ct.us|USA|Les écoles publiques de Groton ont subi une panne d'internet à l'échelle du district jeudi, suite à une cyberattaque sur leurs serveurs principaux. Le directeur de la technologie de Groton, Clint Kennedy, a indiqué que 90% des systèmes étaient à nouveau opérationnels et que le processus de récupération en cas de désastre était en cours avec l'aide de la police locale. La surintendante des écoles, Susan Austin, a confirmé que l'internet avait été rétabli à 90% et que l'incident faisait l'objet d'une enquête.|Groton schools’ internet outage from ‘cyber-attack’ under investigation|https://www.theday.com/police-fire-reports/20240201/groton-schools-internet-outage-under-investigation/
2023-12-18|Skokie|skokie.org|USA|La ville de Skokie, dans l'Illinois, a été victime d'une cyberattaque qui a entraîné une panne de son réseau informatique, et les responsables ont dépensé plus de 42 000 dollars en matériel informatique et consultants IT suite à l'incident du 18 décembre. Les employés ont été instruits de ne pas divulguer d'informations sur l'incident au public, tandis que l'assistant du directeur de la ville a promis d'informer toutes les personnes concernées si l'enquête révélait que des données personnelles avaient été compromises.|"Cyberattack Shuts Down Skokie Network, Staff Told To Keep It Secret | Skokie, IL Patch"|https://patch.com/illinois/skokie/cyberattack-shuts-down-skokie-network-staff-told-keep-it-secret
2024-01-27|Instituto Nacional do Câncer (INCA)|inca.gov.br|BRA|L'Institut National du Cancer (INCA) au Brésil a subi une cyberattaque qui a perturbé le service de radiologie et la prise de rendez-vous depuis le samedi 27. L'institut a activé son programme de sécurité interne et interrompu ses services technologiques pour protéger les données et éviter des dommages supplémentaires. Les consultations programmées se poursuivent avec des enregistrements manuels, mais la prise de nouveaux rendez-vous est suspendue.|"INCA é alvo de ataque cibernético | Notícias | Baguete"|https://www.baguete.com.br/noticias/01/02/2024/inca-e-alvo-de-ataque-cibernetico
2024-01-28|Cliniques de district de Moyenne-Franconie|bezirkskliniken-mfr.de|DEU|Les systèmes informatiques des cliniques de district de Moyenne-Franconie ont été ciblés par une cyberattaque, entraînant le chiffrement de données, y compris des documents personnels et internes à l'entreprise. En réponse, tous les systèmes ont été déconnectés pour des raisons de sécurité et les autorités, y compris la police, le parquet et les ministères compétents, ont été informés. Malgré ces perturbations, la prise en charge des patients reste assurée, bien que la communication soit actuellement limitée principalement aux appels téléphoniques.|"Hackerangriff auf Bezirkskliniken Mittelfranken | BR24"|https://www.br.de/nachrichten/bayern/hackerangriff-auf-bezirkskliniken-mittelfranken,U2jU9a2
2024-02-01|Landkreis Kelheim|landkreis-kelheim.de|DEU|Le réseau informatique des autorités du district de Kelheim en Allemagne a été victime d'une cyberattaque, entraînant le piratage du serveur central. En conséquence, les services en ligne, y compris les demandes en ligne, les e-mails et les services téléphoniques, sont indisponibles pour le bureau du district et presque toutes les villes et municipalités concernées. Le bureau du district a déconnecté les connexions Internet pour permettre l'inspection et la désinfection des systèmes, avec une reprise prévue pour le lundi suivant.|"Kelheimer Behördennetzwerk nach Cyber-Angriff bis Montag offline | charivari"|https://www.charivari.com/computer-stoerung-im-kelheimer-behoerdennetzwerk-590176/
